rank,player_name,matched_user,match_type,occurrences
1518,notfenyue,notfenyue,exact,1
1519,raserpan,raserpan,exact,1
1520,holly112376,holly112376,exact,1
1521,盛唐,盛唐,exact,1
1522,nmy,nmy,exact,1
1523,Steamriki,steamriki,case_insensitive,1
1524,Moon,moon,case_insensitive,1
1525,tk0027,tk0027,exact,1
1526,mardan,mardan,exact,1
1527,alzat0722,alzat0722,exact,1
1528,睦！,睦！,exact,1
1529,蓝天,蓝天,exact,1
1530,nodisease,nodisease,exact,1
1531,Rick,rick,case_insensitive,1
1532,leonchokyan,leonchokyan,exact,1
1533,霆sir,霆sir,exact,1
1534,lrs2333,lrs2333,exact,1
1535,tingsir111,tingsir111,exact,1
1536,姜涛,姜涛,exact,1
1537,肆星辰,肆星辰,exact,1
1538,火星人,火星人,exact,1
1539,taosunny,taosunny,exact,1
1540,paro,paro,exact,1
1541,怠惰的提督,怠惰的提督,exact,1
1542,Lykos,lykos,case_insensitive,1
1543,ug3232,ug3232,exact,1
1544,火星天羊,火星天羊,exact,1
1545,youqi096,youqi096,exact,1
1546,PT,pt,case_insensitive,1
1547,xufeng,xufeng,exact,1
1548,marscrasher,marscrasher,exact,1
1549,wkgenius,wkgenius,exact,1
1550,zzzzzyyyyydd,zzzzzyyyyydd,exact,1
1551,pznz,pznz,exact,1
1552,zj111,zj111,exact,1
1553,牛牛大美女,牛牛大美女,exact,1
1554,upchyf,upchyf,exact,1
1555,kouki,kouki,exact,1
1556,Julien,julien,case_insensitive,1
1557,xiaojiaoao,xiaojiaoao,exact,1
1558,Muxing723,muxing723,case_insensitive,1
1559,amigo,amigo,exact,1
1560,九日惊奇,九日惊奇,exact,1
1561,oxinkingo,oxinkingo,exact,1
1562,rabbit house火星分店,rabbit house火星分店,exact,1
1563,星辰大海,星辰大海,exact,1
1564,casanova,casanova,exact,1
1565,大柱子,大柱子,exact,1
1566,WYXS,wyxs,case_insensitive,1
1567,kino,kino,exact,1
1568,Zarc,zarc,case_insensitive,1
1569,kalipolis_,kalipolis_,exact,1
1570,loooper,loooper,exact,1
1571,顶真,顶真,exact,1
1572,茶叶盒,茶叶盒,exact,1
1573,小阳光,小阳光,exact,1
1574,loareden,loareden,exact,1
1575,若天焱,若天焱,exact,1
1576,harrison,harrison,exact,1
1577,fe26,fe26,exact,1
1578,PhilFish,philfish,case_insensitive,1
1579,sh-wei,sh-wei,exact,1
1580,jianqiao17,jianqiao17,exact,1
1581,sjttt,sjttt,exact,1
1582,howfine,howfine,exact,1
1583,feng,feng,exact,1
1584,1772274725,1772274725,exact,1
1585,qwee,qwee,exact,1
1586,ahe,ahe,exact,1
1587,杜贺一凡,杜贺一凡,exact,1
1588,柠萌,柠萌,exact,1
1589,npcxigua,NPCXiGua,case_insensitive,1
1590,spectator121,spectator121,exact,1
1591,13464379098,13464379098,exact,1
1592,刀子人,刀子人,exact,1
1593,gavin,gavin,exact,1
1594,nasa,nasa,exact,1
1595,向秋,向秋,exact,1
1596,Xin,xin,case_insensitive,1
1597,jtjclamp,jtjclamp,exact,1
1598,北域之屿,北域之屿,exact,1
1599,zwy0514,zwy0514,exact,1
1600,Yunnsya,yunnsya,case_insensitive,1
1601,Syou,syou,case_insensitive,1
1602,好猫猫,好猫猫,exact,1
1603,Mmpdj,mmpdj,case_insensitive,1
1604,zmjqwert,zmjqwert,exact,1
1605,gloria21,gloria21,exact,1
1606,lei,lei,exact,1
1607,liqh,liqh,exact,1
1608,BLACK_uuz,black_UUZ,case_insensitive,1
1609,宵暗,宵暗,exact,1
1610,jiangcc,jiangcc,exact,1
1611,isaomour,isaomour,exact,1
1612,bailiusan,bailiusan,exact,1
1613,花生,花生,exact,1
1614,萌新__,萌新__,exact,1
1615,糖拌禄角,糖拌禄角,exact,1
1616,水母鱼缸,水母鱼缸,exact,1
1617,Nitrene,nitrene,case_insensitive,1
1618,Carl01,carl01,case_insensitive,1
1619,Takanashi,takanashi,case_insensitive,1
1620,喵喵喵,喵喵喵,exact,1
1621,繁星,繁星,exact,1
1622,bader,bader,exact,1
1623,106.,106.,exact,1
1624,memQ,memq,case_insensitive,1
1625,阿斯加德,阿斯加德,exact,1
1626,Yangswag,yangswag,case_insensitive,1
1627,HA,ha,case_insensitive,1
1628,古贤之誓,古贤之誓,exact,1
1629,八喜喜,八喜喜,exact,1
1630,狼呜呜,狼呜呜,exact,1
1631,bambooo,bambooo,exact,1
1632,蜡笔小新,蜡笔小新,exact,1
1633,Nothing,nothing,case_insensitive,1
1634,心脏起爆,心脏起爆,exact,1
1635,kimk,kimk,exact,1
1636,cc4425,cc4425,exact,1
1637,wuhu6688,wuhu6688,exact,1
1638,BAOZI,baozi,case_insensitive,1
1639,火华桑,火华桑,exact,1
1640,abcd123,abcd123,exact,1
1641,破军,破军,exact,1
1642,懒羊羊大王,懒羊羊大王,exact,1
1643,yinlianlei,yinlianlei,exact,1
1644,BING,bing,case_insensitive,1
1645,中箭菌,中箭菌,exact,1
1646,九江,九江,exact,1
1647,林缪宇,林缪宇,exact,1
1648,kuaibian_marx,kuaibian_marx,exact,1
1649,诺小白,诺小白,exact,1
1650,了了太空流浪,了了太空流浪,exact,1
1651,binxinkon,binxinkon,exact,1
1652,splatting,splatting,exact,1
1653,isnt4,isnt4,exact,1
1654,Madoka,madoka,case_insensitive,1
1655,026138,026138,exact,1
1656,和光,和光,exact,1
1657,游云海,游云海,exact,1
1658,wy1,wy1,exact,1
1659,小土,小土,exact,1
1660,jenna,jenna,exact,1
1661,耐电王,耐电王,exact,1
1662,alanp,alanp,exact,1
1663,voicer,voicer,exact,1
1664,G7xxxin,g7xxxin,case_insensitive,1
1665,REIJI,reiji,case_insensitive,1
1666,jofrost777,jofrost777,exact,1
1667,huangker,huangker,exact,1
1668,逆流邪风小爬虫,逆流邪风小爬虫,exact,1
1669,Noorder,noorder,case_insensitive,1
1670,hallelujahdoge,hallelujahdoge,exact,1
1671,purewhite,purewhite,exact,1
1672,mwind,mwind,exact,1
1673,mecom,mecom,exact,1
1674,xxxt0,xxxt0,exact,1
1675,小黑,小黑,exact,1
1676,Beichen,beichen,case_insensitive,1
1677,helixjam,helixjam,exact,1
1678,credo,credo,exact,1
1679,carrey424,carrey424,exact,1
1680,dodo,dodo,exact,1
1681,Sargeras,sargeras,case_insensitive,1
1682,mmmmmaswarf,mmmmmaswarf,exact,1
1683,3405002776,3405002776,exact,1
1684,Leyline,leyline,case_insensitive,1
1685,团子安.,团子安.,exact,1
1686,xtl,xtl,exact,1
1687,Franklinchan,FranklinChan,case_insensitive,1
1688,yangyangyang,yangyangyang,exact,1
1689,zpl,zpl,exact,1
1690,1686617214,1686617214,exact,1
1691,Dabai530,dabai530,case_insensitive,1
1692,xll,xll,exact,1
1693,Resfir,resfir,case_insensitive,1
1694,蔡小轩,蔡小轩,exact,1
1695,chestnut,chestnut,exact,1
1696,田志豪,田志豪,exact,1
1697,mahiru,mahiru,exact,1
1698,Tmr,tmr,case_insensitive,1
1699,jerry1024,jerry1024,exact,1
1700,1025657117,1025657117,exact,1
1701,BiluoSORA,biluosora,case_insensitive,1
1702,x_Nine,x_nine,case_insensitive,1
1703,EhRdN,ehrdn,case_insensitive,1
1704,faiz,faiz,exact,1
1705,scat920,scat920,exact,1
1706,Mapliar,mapliar,case_insensitive,1
1707,Elzac,elzac,case_insensitive,1
1708,hhhorizon,hhhorizon,exact,1
1709,elzac,elzac,exact,1
1710,想不出名字,想不出名字,exact,1
1711,姜涛大人,姜涛大人,exact,1
1712,zzzzpzz,zzzzpzz,exact,1
1713,x_nine,x_nine,exact,1
1714,灬睚灬,灬睚灬,exact,1
1715,dim,dim,exact,1
1716,15559109789,15559109789,exact,1
1717,loonature,loonature,exact,1
1718,Yukikaze,yukikaze,case_insensitive,1
1719,小猪,小猪,exact,1
1720,c6warb,c6warb,exact,1
1721,white,white,exact,1
1722,小白,小白,exact,1
1723,小奇,小奇,exact,1
1724,wangjing262621,wangjing262621,exact,1
1725,piers,piers,exact,1
1726,lb7211,lb7211,exact,1
1727,EARENDIL,earendil,case_insensitive,1
1728,diemeng,diemeng,exact,1
1729,蛋炒饭,蛋炒饭,exact,1
1730,iNFsaUF,infsauf,case_insensitive,1
1731,Ehrdn,ehrdn,case_insensitive,1
1732,xxs,xxs,exact,1
1733,六百六十六,六百六十六,exact,1
1734,心痕,心痕,exact,1
1735,skyj,skyj,exact,1
1736,lianzi,lianzi,exact,1
1737,jzymz1,jzymz1,exact,1
1738,alaps,alaps,exact,1
1739,NoahLiu,noahliu,case_insensitive,1
1740,yanzhuoqi,yanzhuoqi,exact,1
1741,xiajingyu,xiajingyu,exact,1
1742,aa1085011931,aa1085011931,exact,1
1743,无敌春原瞬大王66,无敌春原瞬大王66,exact,1
1744,MoonLadder,moonladder,case_insensitive,1
1745,bubblecorgi,bubblecorgi,exact,1
1746,Ibukilin,ibukilin,case_insensitive,1
1747,sizelife,sizelife,exact,1
1748,斯兔基,斯兔基,exact,1
1749,yuesiyu,yuesiyu,exact,1
1750,加缪,加缪,exact,1
1751,tyun,tyun,exact,1
1752,禛言半叶,禛言半叶,exact,1
1753,墨鱼丸,墨鱼丸,exact,1
1754,雨亦奇,雨亦奇,exact,1
1755,ai你没差,ai你没差,exact,1
1756,hying,hying,exact,1
1757,马克兔,马克兔,exact,1
1758,fei yu,fei yu,exact,1
1759,四十七,四十七,exact,1
1760,信猎,信猎,exact,1
1761,潇轩逢尘,潇轩逢尘,exact,1
1762,溜溜球,溜溜球,exact,1
1763,superG,superg,case_insensitive,1
1764,drinkxifan,drinkxifan,exact,1
1765,pengry,pengry,exact,1
1766,tanhuosang,tanhuosang,exact,1
1767,图南,图南,exact,1
1768,spritemeng,spritemeng,exact,1
1769,1123,1123,exact,1
1770,创987,创987,exact,1
1771,lq_ql,lq_ql,exact,1
1772,zhi,zhi,exact,1
1773,sword099,sword099,exact,1
1774,霸气的名字,霸气的名字,exact,1
1775,xiaolin,xiaolin,exact,1
1776,墨僚,墨僚,exact,1
1777,XUYAN11,xuyan11,case_insensitive,1
1778,若月せつな,若月せつな,exact,1
1779,Hxp_497,hxp_497,case_insensitive,1
1780,罗汉,罗汉,exact,1
1781,Femme,femme,case_insensitive,1
1782,Gman,gman,case_insensitive,1
1783,OKTurtle,okturtle,case_insensitive,1
1784,error,error,exact,1
1785,张小臣,张小臣,exact,1
1786,keilos,keilos,exact,1
1787,Sund,sund,case_insensitive,1
1788,Noora,noora,case_insensitive,1
1789,kkkk2304,kkkk2304,exact,1
1790,happycat,happycat,exact,1
1791,Requiemia,requiemia,case_insensitive,1
1792,灏息,灏息,exact,1
1793,xieq,xieq,exact,1
1794,clearsol,clearsol,exact,1
1795,Sighbot1,sighbot1,case_insensitive,1
1796,dreamWind,dreamwind,case_insensitive,1
1797,Sigh,sigh,case_insensitive,1
1798,小昊,小昊,exact,1
1799,dzh,dzh,exact,1
1800,LDS,lds,case_insensitive,1
1801,长歌怀采薇,长歌怀采薇,exact,1
1802,暮冬,暮冬,exact,1
1803,hecunren11,hecunren11,exact,1
1804,yifan,yifan,exact,1
1805,clna_lvhuana,clna_lvhuana,exact,1
1806,W.D.gaster,w.d.gaster,case_insensitive,1
1807,jiayi,jiayi,exact,1
1808,winnie,winnie,exact,1
1809,ccccccc,ccccccc,exact,1
1810,LQK,lqk,case_insensitive,1
1811,观众177,观众177,exact,1
1812,qq,qq,exact,1
1813,阿树,阿树,exact,1
1814,九阖,九阖,exact,1
1815,Liwhys,liwhys,case_insensitive,1
1816,tear,tear,exact,1
1817,lwny,lwny,exact,1
1818,翔翔滴0,翔翔滴0,exact,1
1819,sakuyaa,sakuyaa,exact,1
1820,ryowood,ryowood,exact,1
1821,nevernine,nevernine,exact,1
1822,呆呆公主,呆呆公主,exact,1
1823,liwhys,liwhys,exact,1
1824,zqlyyq,zqlyyq,exact,1
1825,tb,tb,exact,1
1826,HXY,hxy,case_insensitive,1
1827,6mmm,6mmm,exact,1
1828,逐浪山,逐浪山,exact,1
1829,妙啊,妙啊,exact,1
1830,kasunico,kasunico,exact,1
1831,顾冉大小姐,顾冉大小姐,exact,1
1832,asd545,asd545,exact,1
1833,土豆超人,土豆超人,exact,1
1834,小潘1,小潘1,exact,1
1835,小树立,小树立,exact,1
1836,angla manul,angla manul,exact,1
1837,王疯仔,王疯仔,exact,1
1838,lds/,lds/,exact,1
1839,xd,xd,exact,1
1840,我tm轨道清洁呢,我tm轨道清洁呢,exact,1
1841,ice,ice,exact,1
1842,慕斯米,慕斯米,exact,1
1843,bubuluwawa,bubuluwawa,exact,1
1844,Cjin,cjin,case_insensitive,1
1845,Lullaby,lullaby,case_insensitive,1
1846,tianxiaqingqi,tianxiaqingqi,exact,1
1847,AAA12138,aaa12138,case_insensitive,1
1848,酌可乐,酌可乐,exact,1
1849,要致富先种树,要致富先种树,exact,1
1850,boyang110110,boyang110110,exact,1
1851,潘梦琪,潘梦琪,exact,1
1852,hao,hao,exact,1
1853,__清明__,__清明__,exact,1
1854,采集一个,采集一个,exact,1
1855,微笑的树懒,微笑的树懒,exact,1
1856,xylt,xylt,exact,1
1857,SHIRT,shirt,case_insensitive,1
1858,Yvonne404,yvonne404,case_insensitive,1
1859,koda,koda,exact,1
1860,sulin1991,sulin1991,exact,1
1861,vennominon,vennominon,exact,1
1862,RubyHo,rubyho,case_insensitive,1
1863,Sofu,sofu,case_insensitive,1
1864,neko0,neko0,exact,1
1865,yinch,yinch,exact,1
1866,lyh,lyh,exact,1
1867,CELLInia,cellinia,case_insensitive,1
1868,bahamoth,bahamoth,exact,1
1869,后来居尚,后来居尚,exact,1
1870,小小航天员,小小航天员,exact,1
1871,柯南,柯南,exact,1
1872,choko,choko,exact,1
1873,wzc,wzc,exact,1
1874,Zt,zt,case_insensitive,1
1875,adamyangkl,adamyangkl,exact,1
1876,py,py,exact,1
1877,zwjesson,zwjesson,exact,1
1878,george,george,exact,1
1879,sword01,sword01,exact,1
1880,gray,gray,exact,1
1881,夜猫,夜猫,exact,1
1882,星沉海,星沉海,exact,1
1883,thorinx,thorinx,exact,1
1884,Vernon,vernon,case_insensitive,1
1885,ph3rin,ph3rin,exact,1
1886,工口发生,工口发生,exact,1
1887,白熊,白熊,exact,1
1888,项华金,项华金,exact,1
1889,MTYD,mtyd,case_insensitive,1
1890,siner2013,siner2013,exact,1
1891,dreamfire,dreamfire,exact,1
1892,sidongcc,sidongcc,exact,1
1893,muxiaqing0120,muxiaqing0120,exact,1
1894,dzisit,dzisit,exact,1
1895,tendoca,tendoca,exact,1
1896,罗峰,罗峰,exact,1
1897,清欢,清欢,exact,1
1898,Yedzzz,yedzzz,case_insensitive,1
1899,shinn,shinn,exact,1
1900,s豪,s豪,exact,1
1901,LJ096,lj096,case_insensitive,1
1902,mu_tou_ren,mu_tou_ren,exact,1
1903,FANHUA,fanhua,case_insensitive,1
1904,diogenes,diogenes,exact,1
1905,rubyho,rubyho,exact,1
1906,没事,没事,exact,1
1907,yh,yh,exact,1
1908,无敌大黄,无敌大黄,exact,1
1909,loneram259,loneram259,exact,1
1910,流木,流木,exact,1
1911,where is your power,where is your power,exact,1
1912,doge,doge,exact,1
1913,197,197,exact,1
1914,时雨,时雨,exact,1
1915,kelwin,kelwin,exact,1
1916,1796998014,1796998014,exact,1
1917,changkong,changkong,exact,1
1918,shirt,shirt,exact,1
1919,IsaacBot,isaacbot,case_insensitive,1
1920,跳水冠军,跳水冠军,exact,1
1921,TMR,tmr,case_insensitive,1
1922,rocat,rocat,exact,1
1923,zyyz,zyyz,exact,1
1924,Lidai,lidai,case_insensitive,1
1925,南宫岚,南宫岚,exact,1
1926,alin16,alin16,exact,1
1927,ujhns,ujhns,exact,1
1928,abiii,abiii,exact,1
1929,rayguyplayz,rayguyplayz,exact,1
1930,士莎比亚,士莎比亚,exact,1
1931,lechi,lechi,exact,1
1932,thlee0203,thlee0203,exact,1
1933,sysy,sysy,exact,1
1934,waklw,waklw,exact,1
1935,guhe,guhe,exact,1
1936,Luckydice,luckydice,case_insensitive,1
1937,一颗野蔷薇,一颗野蔷薇,exact,1
1938,Lizabove,lizabove,case_insensitive,1
1939,mrparr,mrparr,exact,1
1940,lilspark,lilspark,exact,1
1941,wht,唯慕,alias,1
1942,hrjat,hrjat,exact,1
1943,小F,小f,case_insensitive,1
1944,VUUV,vuuv,case_insensitive,1
1945,希莉,希莉,exact,1
1946,nitrophorus,nitrophorus,exact,1
1947,SUND,sund,case_insensitive,1
1948,NOORA,noora,case_insensitive,1
1949,lingli,lingli,exact,1
1950,benben123,benben123,exact,1
1951,盼盼,盼盼,exact,1
1952,dolltinnu,dolltinnu,exact,1
1953,马马2,马马2,exact,1
1954,熱glow,熱glow,exact,1
1955,大深,大深,exact,1
1956,湮曦,湮曦,exact,1
1957,mpie,mpie,exact,1
1958,uo07,uo07,exact,1
1959,moonsin,moonsin,exact,1
1960,Hikaru,hikaru,case_insensitive,1
1961,Kimberley,kimberley,case_insensitive,1
1962,fuyuw,fuyuw,exact,1
1963,giggle,giggle,exact,1
1964,kathycheung,kathycheung,exact,1
1965,LECHI,lechi,case_insensitive,1
1966,XU,xu,case_insensitive,1
1967,cunguang,cunguang,exact,1
1968,15810057173,15810057173,exact,1
1969,五亿个小铃铛,五亿个小铃铛,exact,1
1970,windangelelf,windangelelf,exact,1
1971,Kyooo,kyooo,case_insensitive,1
1972,NAMI,nami,case_insensitive,1
1973,筱筱,筱筱,exact,1
1974,华子,华子,exact,1
1975,xfg,xfg,exact,1
1976,LIUH,liuh,case_insensitive,1
1977,maminanyimi,maminanyimi,exact,1
1978,比格皮聂斯,比格皮聂斯,exact,1
1979,LP,lp,case_insensitive,1
1980,洲有六点水,洲有六点水,exact,1
1981,Sheng,sheng,case_insensitive,1
1982,whicy,whicy,exact,1
1983,lpy,lpy,exact,1
1984,chickenbro,chickenbro,exact,1
1985,人类帝星,人类帝星,exact,1
1986,helpless,helpless,exact,1
1987,五更弦宇,五更弦宇,exact,1
1988,COOKIEZ,cookiez,case_insensitive,1
1989,流歌,流歌,exact,1
1990,xellosean,xellosean,exact,1
1991,月月,月月,exact,1
1992,huacanyun,huacanyun,exact,1
1993,313sc,313sc,exact,1
1994,zxd20040608,zxd20040608,exact,1
1995,可达鸭教教主,可达鸭教教主,exact,1
1996,oyster契,oyster契,exact,1
1997,cliff blossom,cliff blossom,exact,1
1998,LIUHUI,liuhui,case_insensitive,1
1999,GaoMZ,gaomz,case_insensitive,1
2000,yyfyyf1234,yyfyyf1234,exact,1
2001,天才猫猫,天才猫猫,exact,1
2002,Astrojia,astrojia,case_insensitive,1
2003,darylu2025,darylu2025,exact,1
2004,加加林,加加林,exact,1
2005,小铃铛爱睡觉,小铃铛爱睡觉,exact,1
2006,wsw1840,wsw1840,exact,1
2007,mmzz,mmzz,exact,1
2008,differential,differential,exact,1
2009,mimeng,mimeng,exact,1
2010,bcmxy,bcmxy,exact,1
2011,云不归川,云不归川,exact,1
2012,xy123,xy123,exact,1
2013,sheahot,sheahot,exact,1
2014,frank2002,frank2002,exact,1
2015,无语,无语,exact,1
2016,空白,空白,exact,1
2017,李卓豫,李卓豫,exact,1
2018,NO22,no22,case_insensitive,1
2019,xinyuan001,xinyuan001,exact,1
2020,huruce,huruce,exact,1
2021,是火星本地人,是火星本地人,exact,1
2022,一口小汤圆,一口小汤圆,exact,1
2023,Fantao_,fantao_,case_insensitive,1
2024,yd,yd,exact,1
2025,missccq,missccq,exact,1
2026,806358662@qq.com,806358662@qq.com,exact,1
2027,wowo42,wowo42,exact,1
2028,艾丽卡,艾丽卡,exact,1
2029,sikmy,sikmy,exact,1
2030,橘子121,橘子121,exact,1
2031,killmeter,killmeter,exact,1
2032,猫猫121,猫猫121,exact,1
2033,zwj,zwj,exact,1
2034,bard,bard,exact,1
2035,kvnaze,kvnaze,exact,1
2036,长理电气no1,长理电气no1,exact,1
2037,datessk,datessk,exact,1
2038,西兰花,西兰花,exact,1
2039,frostnova,frostnova,exact,1
2040,dinnerV5,dinnerv5,case_insensitive,1
2041,CS1867,cs1867,case_insensitive,1
2042,芝士番薯,芝士番薯,exact,1
2043,littlehua,littlehua,exact,1
2044,daisy,daisy,exact,1
2045,z86381083,z86381083,exact,1
2046,WOOWOO,woowoo,case_insensitive,1
2047,ECHO,echo,case_insensitive,1
2048,fantao_,fantao_,exact,1
2049,shushan,shushan,exact,1
2050,孤叶方舟,孤叶方舟,exact,1
2051,r7775088,r7775088,exact,1
2052,Lucasbiu,lucasbiu,case_insensitive,1
2053,qfsm,qfsm,exact,1
2054,yuekejelly,yuekejelly,exact,1
2055,Zhan,zhan,case_insensitive,1
2056,hfcolin,hfcolin,exact,1
2057,lovahahaha,lovahahaha,exact,1
2058,莫知命,莫知命,exact,1
2059,666,666,exact,1
2060,婉婉,婉婉,exact,1
2061,南海,南海,exact,1
2062,kotobuki_tsumugi,kotobuki_tsumugi,exact,1
2063,waimiku,waimiku,exact,1
2064,guapeton,guapeton,exact,1
2065,lmw,lmw,exact,1
2066,Feng,feng,case_insensitive,1
2067,ki1,ki1,exact,1
2068,pan,pan,exact,1
2069,。，,。，,exact,1
2070,2235062486,2235062486,exact,1
2071,天丌几丶,天丌几丶,exact,1
2072,xym666,xym666,exact,1
2073,senpasentou,senpasentou,exact,1
2074,s-smile,s-smile,exact,1
2075,Wilson,wilson,case_insensitive,1
2076,atom,atom,exact,1
2077,wangxing0321,wangxing0321,exact,1
2078,kui,kui,exact,1
2079,jizhe.gu,jizhe.gu,exact,1
2080,一加一,一加一,exact,1
2081,a549787863,a549787863,exact,1
2082,FDW,fdw,case_insensitive,1
2083,naja,naja,exact,1
2084,爷椰夜叶耶,爷椰夜叶耶,exact,1
2085,verllactorlize,verllactorlize,exact,1
2086,tanghui2,tanghui2,exact,1
2087,岁聿云暮,岁聿云暮,exact,1
2088,G_MAN,g_man,case_insensitive,1
2089,stapleh1tagi,stapleh1tagi,exact,1
2090,WXJ,wxj,case_insensitive,1
2091,波波,波波,exact,1
2092,arthurhhy,arthurhhy,exact,1
2093,PQ,pq,case_insensitive,1
2094,TEd,ted,case_insensitive,1
2095,ga0597,ga0597,exact,1
2096,rawy,rawy,exact,1
2097,yp532,yp532,exact,1
2098,小五羊,小五羊,exact,1
2099,二宽,二宽,exact,1
2100,beyonder,beyonder,exact,1
2101,khan,khan,exact,1
2102,可以骑,可以骑,exact,1
2103,bylandking,bylandking,exact,1
2104,_SS_,_ss_,case_insensitive,1
2105,qaz345907901,qaz345907901,exact,1
2106,kaiji,kaiji,exact,1
2107,tym,tym,exact,1
2108,vivi,vivi,exact,1
2109,黄鸡,黄鸡,exact,1
2110,火龙果,火龙果,exact,1
2111,hone777,hone777,exact,1
2112,cloudy,cloudy,exact,1
2113,toothpaste,toothpaste,exact,1
2114,hanfe6,hanfe6,exact,1
2115,riika,riika,exact,1
2116,nene,nene,exact,1
2117,asun,asun,exact,1
2118,sheep,sheep,exact,1
2119,dtywood,dtywood,exact,1
2120,2280768830@qq.com,2280768830@qq.com,exact,1
2121,Daniel,daniel,case_insensitive,1
2122,幻想家JJ,幻想家jj,case_insensitive,1
2123,orioner,orioner,exact,1
2124,sky1997,sky1997,exact,1
2125,救世主,救世主,exact,1
2126,JackyDS,jackyds,case_insensitive,1
2127,无梦2,无梦2,exact,1
2128,R7775088,r7775088,case_insensitive,1
2129,ccyyzzz,ccyyzzz,exact,1
2130,jlxbd,jlxbd,exact,1
2131,luna1122,luna1122,exact,1
2132,baileyleonard,baileyleonard,exact,1
2133,jesus,jesus,exact,1
2134,gan,gan,exact,1
2135,yooozzz1,yooozzz1,exact,1
2136,冲锋,冲锋,exact,1
2137,zcsnjump,zcsnjump,exact,1
2138,cyr180,cyr180,exact,1
2139,piedpiper,piedpiper,exact,1
2140,ltflover2,ltflover2,exact,1
2141,佳轩,佳轩,exact,1
2142,2397541142,2397541142,exact,1
2143,123456789jj,123456789jj,exact,1
2144,717560136,717560136,exact,1
2145,玉米,玉米,exact,1
2146,筱火泷,筱火泷,exact,1
2147,牧神小野,牧神小野,exact,1
2148,ji1y2,ji1y2,exact,1
2149,ji1y,ji1y,exact,1
2150,louistarr,louistarr,exact,1
2151,K3K,k3k,case_insensitive,1
2152,momo orange,momo orange,exact,1
2153,suzumiya,suzumiya,exact,1
2154,荷荷先生,荷荷先生,exact,1
2155,Minvivo50,minvivo50,case_insensitive,1
2156,巴巴托斯泡枸杞,巴巴托斯泡枸杞,exact,1
2157,推斯特贼贼,推斯特贼贼,exact,1
2158,natalie-,natalie-,exact,1
