card_name,play_count_2p,total_weighted_x,count_weighted_x,weighted_avg_score_x,weighted_2p,play_count_4p,total_weighted_y,count_weighted_y,weighted_avg_score_y,weighted_4p,cn_name,cn_name_plot,wr_diff_2p,wr_diff_4p,total_diff
Lake Marineris,231,305.0,231,1.3278008298755186,1.33,390,810.0,390,2.0875,2.09,水手湖,水手湖,-0.16999999999999993,-0.41000000000000014,-0.5800000000000001
Land Claim,371,524.0,371,1.4146981627296589,1.41,880,2015.0,880,2.292134831460674,2.29,宣称领土,宣称领土,-0.09000000000000008,-0.20999999999999996,-0.30000000000000004
Landfill,69,86.0,69,1.2784810126582278,1.28,125,279.0,125,2.251851851851852,2.25,垃圾填埋场,垃圾填埋场,-0.21999999999999997,-0.25,-0.47
Large Convoy,657,919.0,657,1.4002998500749626,1.4,1432,3151.0,1432,2.20249653259362,2.2,大型护航队,大型护航队,-0.10000000000000009,-0.2999999999999998,-0.3999999999999999
Large Ecological Reserve,374,484.0,374,1.2994791666666667,1.3,904,1947.0,904,2.1575492341356672,2.16,大型生态保护区,大型生态保护区,-0.19999999999999996,-0.33999999999999986,-0.5399999999999998
Last Resort Ingenuity,159,228.0,159,1.4378698224852071,1.44,459,1059.0,459,2.3113006396588487,2.31,即兴才能,即兴才能,-0.06000000000000005,-0.18999999999999995,-0.25
Lava Flows,87,132.0,87,1.5154639175257731,1.52,90,196.0,90,2.21,2.21,熔岩流,熔岩流,0.020000000000000018,-0.29000000000000004,-0.27
Lava Flows:ares,203,288.0,203,1.4225352112676057,1.42,702,1607.0,702,2.292134831460674,2.29,Lava Flows:ares,Lava Flows:ares,-0.08000000000000007,-0.20999999999999996,-0.29000000000000004
Lava Tube Settlement,399,570.0,399,1.430317848410758,1.43,771,1816.0,771,2.357234314980794,2.36,熔岩城,熔岩城,-0.07000000000000006,-0.14000000000000012,-0.2100000000000002
Law Suit,296,462.0,296,1.5588235294117647,1.56,734,1791.0,734,2.4408602150537635,2.44,诉讼,诉讼,0.06000000000000005,-0.06000000000000005,0.0
Lichen,335,462.0,335,1.382608695652174,1.38,662,1518.0,662,2.2961309523809526,2.3,青苔,青苔,-0.1200000000000001,-0.20000000000000018,-0.3200000000000003
Lightning Harvest,523,726.0,523,1.3902439024390243,1.39,1116,2663.0,1116,2.387211367673179,2.39,捕获雷电,捕获雷电,-0.1100000000000001,-0.10999999999999988,-0.21999999999999997
Livestock,334,472.0,334,1.4156976744186047,1.42,452,1068.0,452,2.365800865800866,2.37,畜牧,畜牧,-0.08000000000000007,-0.1299999999999999,-0.20999999999999996
Lobby Halls,84,123.0,84,1.4680851063829787,1.47,999,2350.0,999,2.3538156590683847,2.35,议会大厅,议会大厅,-0.030000000000000027,-0.1499999999999999,-0.17999999999999994
Local Heat Trapping,404,560.0,404,1.3888888888888888,1.39,1030,2272.0,1030,2.208653846153846,2.21,本地的热量陷阱,本地的热量陷阱,-0.1100000000000001,-0.29000000000000004,-0.40000000000000013
Local Shading,516,722.0,516,1.4011406844106464,1.4,1299,3020.0,1299,2.3262032085561497,2.33,局部遮蔽,局部遮蔽,-0.10000000000000009,-0.16999999999999993,-0.27
Luna Archives,52,73.0,52,1.4193548387096775,1.42,12,32.0,12,2.590909090909091,2.59,月球档案,月球档案,-0.08000000000000007,0.08999999999999986,0.009999999999999787
Luna Governor,605,847.0,605,1.4016260162601626,1.4,1259,2883.0,1259,2.2915681639085896,2.29,月球政府,月球政府,-0.10000000000000009,-0.20999999999999996,-0.31000000000000005
Luna Metropolis,656,895.0,656,1.3663663663663663,1.37,1266,3005.0,1266,2.3746081504702192,2.37,月神都会,月神都会,-0.1299999999999999,-0.1299999999999999,-0.2599999999999998
Luna Project Office,58,81.0,58,1.411764705882353,1.41,16,41.0,16,2.5384615384615383,2.54,月球项目办公室,月球项目办公室,-0.09000000000000008,0.040000000000000036,-0.050000000000000044
Luna Senate,43,57.0,43,1.3584905660377358,1.36,10,17.0,10,2.1,2.1,月球参议院,月球参议院,-0.1399999999999999,-0.3999999999999999,-0.5399999999999998
Luna Staging Station,45,56.0,45,1.290909090909091,1.29,10,26.0,10,2.55,2.55,月球中转站,月球中转站,-0.20999999999999996,0.04999999999999982,-0.16000000000000014
Luna Trade Station,43,55.0,43,1.320754716981132,1.32,10,23.0,10,2.4,2.4,月球贸易站,月球贸易站,-0.17999999999999994,-0.10000000000000009,-0.28
Lunar Beam,359,492.0,359,1.3739837398373984,1.37,557,1367.0,557,2.455026455026455,2.46,月球射线,月球射线,-0.1299999999999999,-0.040000000000000036,-0.16999999999999993
Lunar Dust Processing Plant,44,62.0,44,1.4259259259259258,1.43,21,56.0,21,2.6129032258064515,2.61,月球灰处理厂,月球灰处理厂,-0.07000000000000006,0.10999999999999988,0.039999999999999813
Lunar Embassy,370,502.0,370,1.3605263157894736,1.36,1004,2213.0,1004,2.2071005917159763,2.21,月球大使馆,月球大使馆,-0.1399999999999999,-0.29000000000000004,-0.42999999999999994
Lunar Exports,542,775.0,542,1.431159420289855,1.43,889,2228.0,889,2.506117908787542,2.51,月球出口,月球出口,-0.07000000000000006,0.009999999999999787,-0.060000000000000275
Lunar Mine Urbanization,49,62.0,49,1.305084745762712,1.31,12,25.0,12,2.272727272727273,2.27,月球采矿城市化,月球采矿城市化,-0.18999999999999995,-0.22999999999999998,-0.41999999999999993
Lunar Mining,533,737.0,533,1.3848987108655617,1.38,942,2222.0,942,2.360294117647059,2.36,月球挖掘,月球挖掘,-0.1200000000000001,-0.14000000000000012,-0.26000000000000023
Lunar Observation Post,198,256.0,198,1.3028846153846154,1.3,770,1845.0,770,2.3974358974358974,2.4,月球观测站,月球观测站,-0.19999999999999996,-0.10000000000000009,-0.30000000000000004
Lunar Steel,257,352.0,257,1.3745318352059925,1.37,852,2045.0,852,2.4013921113689096,2.4,月钢,月钢,-0.1299999999999999,-0.10000000000000009,-0.22999999999999998
Lunar Trade Fleet,72,100.0,72,1.4024390243902438,1.4,15,41.0,15,2.64,2.64,月球船队,月球船队,-0.10000000000000009,0.14000000000000012,0.040000000000000036
Luxury Estate,348,470.0,348,1.3547486033519553,1.35,1005,2184.0,1005,2.1763546798029556,2.18,豪华别墅,豪华别墅,-0.1499999999999999,-0.31999999999999984,-0.46999999999999975
Luxury Foods,457,615.0,457,1.3490364025695931,1.35,968,2222.0,968,2.2975460122699385,2.3,奢靡大餐,奢靡大餐,-0.1499999999999999,-0.20000000000000018,-0.3500000000000001
Magnetic Field Dome,270,364.0,270,1.3535714285714286,1.35,511,1178.0,511,2.309021113243762,2.31,磁力区域圆顶,磁力区域圆顶,-0.1499999999999999,-0.18999999999999995,-0.33999999999999986
Magnetic Field Generators:ares,197,248.0,197,1.2705314009661837,1.27,437,925.0,437,2.1252796420581657,2.13,Magnetic Field Generators:ares,Magnetic Field Generators:ares,-0.22999999999999998,-0.3700000000000001,-0.6000000000000001
Magnetic Field Generators:promo,114,160.0,114,1.4112903225806452,1.41,44,97.0,44,2.259259259259259,2.26,Magnetic Field Generators:promo,Magnetic Field Generators:promo,-0.09000000000000008,-0.2400000000000002,-0.3300000000000003
Magnetic Shield,431,592.0,431,1.3764172335600906,1.38,741,1639.0,741,2.2157123834886816,2.22,磁屏,磁屏,-0.1200000000000001,-0.2799999999999998,-0.3999999999999999
Mangrove,407,543.0,407,1.3381294964028776,1.34,1241,2683.0,1241,2.16466826538769,2.16,红树林,红树林,-0.15999999999999992,-0.33999999999999986,-0.4999999999999998
Mare Imbrium Mine,64,87.0,64,1.3783783783783783,1.38,17,39.0,17,2.3703703703703702,2.37,雨海矿山,雨海矿山,-0.1200000000000001,-0.1299999999999999,-0.25
Mare Nectaris Mine,66,91.0,66,1.394736842105263,1.39,17,40.0,17,2.4074074074074074,2.41,酒海矿山,酒海矿山,-0.1100000000000001,-0.08999999999999986,-0.19999999999999996
Mare Nubium Mine,77,111.0,77,1.4482758620689655,1.45,12,28.0,12,2.409090909090909,2.41,云海矿山,云海矿山,-0.050000000000000044,-0.08999999999999986,-0.1399999999999999
Mare Serenitatis Mine,62,90.0,62,1.4583333333333333,1.46,16,34.0,16,2.269230769230769,2.27,澄海矿山,澄海矿山,-0.040000000000000036,-0.22999999999999998,-0.27
Market Manipulation,375,508.0,375,1.3584415584415583,1.36,951,2205.0,951,2.3204994797086367,2.32,操控市场,操控市场,-0.1399999999999999,-0.18000000000000016,-0.32000000000000006
Marketing Experts,465,661.0,465,1.4231578947368422,1.42,1093,2650.0,1093,2.4252039891205803,2.43,营销专家,营销专家,-0.08000000000000007,-0.06999999999999984,-0.1499999999999999
Mars Hot Spring,363,510.0,363,1.4075067024128687,1.41,1096,2549.0,1096,2.3273056057866186,2.33,火星温泉,火星温泉,-0.09000000000000008,-0.16999999999999993,-0.26
Mars Nomads,287,404.0,287,1.4107744107744107,1.41,404,963.0,404,2.3864734299516908,2.39,火星游牧者,火星游牧者,-0.09000000000000008,-0.10999999999999988,-0.19999999999999996
Mars University,736,1044.0,736,1.4195710455764075,1.42,1825,4323.0,1825,2.369482288828338,2.37,火星大学,火星大学,-0.08000000000000007,-0.1299999999999999,-0.20999999999999996
Martian Culture,276,386.0,276,1.402097902097902,1.4,528,1168.0,528,2.217472118959108,2.22,火星文化,火星文化,-0.10000000000000009,-0.2799999999999998,-0.3799999999999999
Martian Dust Processing Plant,263,364.0,263,1.3882783882783882,1.39,498,1176.0,498,2.3641732283464565,2.36,粉尘加工厂,粉尘加工厂,-0.1100000000000001,-0.14000000000000012,-0.2500000000000002
Martian Fencing,535,721.0,535,1.3504587155963304,1.35,1589,3949.0,1589,2.4853033145716075,2.49,火星击剑,火星击剑,-0.1499999999999999,-0.009999999999999787,-0.1599999999999997
Martian Lumber Corp,454,606.0,454,1.3383620689655173,1.34,964,2085.0,964,2.166324435318275,2.17,火星木材公司,火星木材公司,-0.15999999999999992,-0.33000000000000007,-0.49
Martian Media Center,86,125.0,86,1.4583333333333333,1.46,355,891.0,355,2.5095890410958903,2.51,火星媒体中心,火星媒体中心,-0.040000000000000036,0.009999999999999787,-0.03000000000000025
Martian Monuments,169,227.0,169,1.3519553072625698,1.35,222,494.0,222,2.2370689655172415,2.24,火星纪念碑,火星纪念碑,-0.1499999999999999,-0.2599999999999998,-0.4099999999999997
Martian Nature Wonders,277,368.0,277,1.3344947735191637,1.33,946,2092.0,946,2.2144351464435146,2.21,火星自然遗产,火星自然遗产,-0.16999999999999993,-0.29000000000000004,-0.45999999999999996
Martian Rails,308,432.0,308,1.4056603773584906,1.41,351,844.0,351,2.407202216066482,2.41,火星高铁,火星高铁,-0.09000000000000008,-0.08999999999999986,-0.17999999999999994
Martian Repository,310,425.0,310,1.375,1.38,719,1699.0,719,2.364883401920439,2.36,火星仓库,火星仓库,-0.1200000000000001,-0.14000000000000012,-0.26000000000000023
Martian Survey,409,570.0,409,1.39618138424821,1.4,900,2244.0,900,2.4934065934065934,2.49,火星勘察,火星勘察,-0.10000000000000009,-0.009999999999999787,-0.10999999999999988
Martian Zoo,566,794.0,566,1.4045138888888888,1.4,1082,2574.0,1082,2.38003663003663,2.38,火星动物园,火星动物园,-0.10000000000000009,-0.1200000000000001,-0.2200000000000002
Mass Converter,696,971.0,696,1.3966005665722379,1.4,1417,3134.0,1417,2.2137351086194816,2.21,质能转换器,质能转换器,-0.10000000000000009,-0.29000000000000004,-0.3900000000000001
Maxwell Base,462,624.0,462,1.353813559322034,1.35,896,1921.0,896,2.1479028697571745,2.15,麦克斯韦基地,麦克斯韦基地,-0.1499999999999999,-0.3500000000000001,-0.5
Meat Industry,646,882.0,646,1.3673780487804879,1.37,1479,3279.0,1479,2.218938885157824,2.22,肉类工业,肉类工业,-0.1299999999999999,-0.2799999999999998,-0.4099999999999997
Media Archives,610,834.0,610,1.3693548387096774,1.37,1623,3702.0,1623,2.2823025107164727,2.28,多媒体档案库,多媒体档案库,-0.1299999999999999,-0.2200000000000002,-0.3500000000000001
Media Group,686,959.0,686,1.3994252873563218,1.4,1673,3833.0,1673,2.2923351158645278,2.29,媒体团队,媒体团队,-0.10000000000000009,-0.20999999999999996,-0.31000000000000005
Medical Lab,641,903.0,641,1.4101382488479262,1.41,1159,2757.0,1159,2.3798118049615056,2.38,医疗实验室,医疗实验室,-0.09000000000000008,-0.1200000000000001,-0.2100000000000002
Meltworks,334,476.0,334,1.427325581395349,1.43,462,1143.0,462,2.4745762711864407,2.47,熔融工厂,熔融工厂,-0.07000000000000006,-0.029999999999999805,-0.09999999999999987
Mercurian Alloys,670,955.0,670,1.4264705882352942,1.43,1558,3678.0,1558,2.361607142857143,2.36,水星合金,水星合金,-0.07000000000000006,-0.14000000000000012,-0.2100000000000002
Metallic Asteroid,454,639.0,454,1.4094827586206897,1.41,1479,3213.0,1479,2.1746138347884485,2.17,金属陨石,金属陨石,-0.09000000000000008,-0.33000000000000007,-0.42000000000000015
Methane From Titan,460,614.0,460,1.3382978723404255,1.34,580,1290.0,580,2.2288135593220337,2.23,来自泰坦的甲烷,来自泰坦的甲烷,-0.15999999999999992,-0.27,-0.42999999999999994
Micro-Geodesics,13,21.0,13,1.565217391304348,1.57,12,29.0,12,2.4545454545454546,2.45,微测地学,微测地学,0.07000000000000006,-0.04999999999999982,0.02000000000000024
Micro-Mills,247,347.0,247,1.4085603112840468,1.41,387,967.0,387,2.4987405541561714,2.5,小型风车,小型风车,-0.09000000000000008,0.0,-0.09000000000000008
Microbiology Patents,372,529.0,372,1.4240837696335078,1.42,1040,2471.0,1040,2.3771428571428572,2.38,微生物学专利,微生物学专利,-0.08000000000000007,-0.1200000000000001,-0.20000000000000018
Microgravimetry,13,18.0,13,1.434782608695652,1.43,11,22.0,11,2.238095238095238,2.24,微重力测量,微重力测量,-0.07000000000000006,-0.2599999999999998,-0.32999999999999985
Microgravity Nutrition,355,484.0,355,1.367123287671233,1.37,653,1463.0,653,2.244343891402715,2.24,微重力营养学,微重力营养学,-0.1299999999999999,-0.2599999999999998,-0.3899999999999997
Microprobing Technology,14,20.0,14,1.4583333333333333,1.46,19,53.0,19,2.689655172413793,2.69,微探测技术,微探测技术,-0.040000000000000036,0.18999999999999995,0.1499999999999999
Mine,520,739.0,520,1.4226415094339622,1.42,857,2141.0,857,2.4982698961937717,2.5,采矿,采矿,-0.08000000000000007,0.0,-0.08000000000000007
Mineral Deposit,626,884.0,626,1.4135220125786163,1.41,1519,3614.0,1519,2.379986919555265,2.38,矿床,矿床,-0.09000000000000008,-0.1200000000000001,-0.2100000000000002
Mining Area,160,232.0,160,1.4529411764705882,1.45,75,180.0,75,2.411764705882353,2.41,采矿区,采矿区,-0.050000000000000044,-0.08999999999999986,-0.1399999999999999
Mining Area:ares,433,604.0,433,1.397291196388262,1.4,1280,2893.0,1280,2.262015503875969,2.26,Mining Area:ares,Mining Area:ares,-0.10000000000000009,-0.2400000000000002,-0.3400000000000003
Mining Colony,542,762.0,542,1.4076086956521738,1.41,959,2302.0,959,2.4014447884416925,2.4,采矿殖民地,采矿殖民地,-0.09000000000000008,-0.10000000000000009,-0.19000000000000017
Mining Expedition,272,374.0,272,1.3794326241134751,1.38,521,1255.0,521,2.4105461393596985,2.41,矿业探险,矿业探险,-0.1200000000000001,-0.08999999999999986,-0.20999999999999996
Mining Market Insider,14,17.0,14,1.3333333333333333,1.33,13,33.0,13,2.5217391304347827,2.52,矿业市场内幕,矿业市场内幕,-0.16999999999999993,0.020000000000000018,-0.1499999999999999
Mining Quota,505,709.0,505,1.4058252427184466,1.41,761,1844.0,761,2.424124513618677,2.42,采矿配额,采矿配额,-0.09000000000000008,-0.08000000000000007,-0.17000000000000015
Mining Rights,186,268.0,186,1.4438775510204083,1.44,119,272.0,119,2.302325581395349,2.3,采矿权,采矿权,-0.06000000000000005,-0.20000000000000018,-0.26000000000000023
Mining Rights:ares,454,632.0,454,1.394396551724138,1.39,1413,3303.0,1413,2.3387210119465918,2.34,Mining Rights:ares,Mining Rights:ares,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Mining Robots Manuf. Center,60,79.0,60,1.3428571428571427,1.34,15,36.0,15,2.44,2.44,采矿机器人制造中心,采矿机器人制造中心,-0.15999999999999992,-0.06000000000000005,-0.21999999999999997
Minority Refuge,581,793.0,581,1.3671742808798646,1.37,1569,3687.0,1569,2.35085497150095,2.35,少数民族难民,少数民族难民,-0.1299999999999999,-0.1499999999999999,-0.2799999999999998
Miranda Resort,672,943.0,672,1.404692082111437,1.4,1535,3631.0,1535,2.3663430420711973,2.37,米兰达度假村,米兰达度假村,-0.10000000000000009,-0.1299999999999999,-0.22999999999999998
Mohole Area,79,112.0,79,1.4269662921348314,1.43,56,132.0,56,2.378787878787879,2.38,超深钻区域,超深钻区域,-0.07000000000000006,-0.1200000000000001,-0.19000000000000017
Mohole Area:ares,185,256.0,185,1.3897435897435897,1.39,486,1125.0,486,2.318548387096774,2.32,Mohole Area:ares,Mohole Area:ares,-0.1100000000000001,-0.18000000000000016,-0.29000000000000026
Mohole Lake,350,480.0,350,1.375,1.38,584,1373.0,584,2.3535353535353534,2.35,莫霍湖,莫霍湖,-0.1200000000000001,-0.1499999999999999,-0.27
Molecular Printing,551,749.0,551,1.3618538324420677,1.36,1655,3691.0,1655,2.231831831831832,2.23,分子打印,分子打印,-0.1399999999999999,-0.27,-0.4099999999999999
Moon Tether,275,382.0,275,1.3929824561403508,1.39,1031,2336.0,1031,2.2680115273775217,2.27,地月连结,地月连结,-0.1100000000000001,-0.22999999999999998,-0.3400000000000001
Moss,392,551.0,392,1.407960199004975,1.41,638,1468.0,638,2.3040123456790123,2.3,苔藓,苔藓,-0.09000000000000008,-0.20000000000000018,-0.29000000000000026
Museum of Early Colonisation,237,325.0,237,1.3765182186234817,1.38,433,1078.0,433,2.489841986455982,2.49,殖民博物馆,殖民博物馆,-0.1200000000000001,-0.009999999999999787,-0.1299999999999999
Nanofoundry,171,218.0,171,1.287292817679558,1.29,520,1120.0,520,2.160377358490566,2.16,纳米铸造厂,纳米铸造厂,-0.20999999999999996,-0.33999999999999986,-0.5499999999999998
Narrative Spin,15,21.0,15,1.44,1.44,13,25.0,13,2.1739130434782608,2.17,叙事操控,叙事操控,-0.06000000000000005,-0.33000000000000007,-0.3900000000000001
Natural Preserve,98,140.0,98,1.4351851851851851,1.44,77,172.0,77,2.264367816091954,2.26,自然保护区,自然保护区,-0.06000000000000005,-0.2400000000000002,-0.30000000000000027
Natural Preserve:ares,285,398.0,285,1.4,1.4,930,2229.0,930,2.3978723404255318,2.4,Natural Preserve:ares,Natural Preserve:ares,-0.10000000000000009,-0.10000000000000009,-0.20000000000000018
Neptunian Power Consultants,222,307.0,222,1.3879310344827587,1.39,385,1041.0,385,2.69873417721519,2.7,海王星能源顾问,海王星能源顾问,-0.1100000000000001,0.20000000000000018,0.09000000000000008
Neutralizer Factory,494,676.0,494,1.371031746031746,1.37,1299,2966.0,1299,2.284950343773873,2.28,中和剂工厂,中和剂工厂,-0.1299999999999999,-0.2200000000000002,-0.3500000000000001
Neutrinograph,14,19.0,14,1.4166666666666667,1.42,10,24.0,10,2.45,2.45,中微子成像,中微子成像,-0.08000000000000007,-0.04999999999999982,-0.1299999999999999
New Colony Planning Initiatives,49,64.0,49,1.3389830508474576,1.34,17,39.0,17,2.3703703703703702,2.37,New Colony Planning Initiatives,New Colony Planning Initiatives,-0.15999999999999992,-0.1299999999999999,-0.2899999999999998
New Holland,240,337.0,240,1.408,1.41,450,1016.0,450,2.2630434782608697,2.26,新荷兰,新荷兰,-0.09000000000000008,-0.2400000000000002,-0.3300000000000003
New Partner,228,334.0,228,1.4663865546218486,1.47,1141,2893.0,1141,2.535186794092094,2.54,新合伙人,新合伙人,-0.030000000000000027,0.040000000000000036,0.010000000000000009
New Venice,389,530.0,389,1.3659147869674186,1.37,1182,2744.0,1182,2.322986577181208,2.32,新威尼斯,新威尼斯,-0.1299999999999999,-0.18000000000000016,-0.31000000000000005
Nitrite Reducing Bacteria,313,433.0,313,1.3869969040247678,1.39,612,1427.0,612,2.334405144694534,2.33,亚硝酸盐还原菌,亚硝酸盐还原菌,-0.1100000000000001,-0.16999999999999993,-0.28
Nitrogen from Titan,484,656.0,484,1.3582995951417005,1.36,997,2331.0,997,2.339622641509434,2.34,土卫六氮气,土卫六氮气,-0.1399999999999999,-0.16000000000000014,-0.30000000000000004
Nitrogen-Rich Asteroid,443,599.0,443,1.3554083885209713,1.36,664,1431.0,664,2.1602373887240356,2.16,富氮小行星,富氮小行星,-0.1399999999999999,-0.33999999999999986,-0.47999999999999976
Nitrophilic Moss,366,499.0,366,1.3670212765957446,1.37,554,1232.0,554,2.228723404255319,2.23,嗜中性苔藓,嗜中性苔藓,-0.1299999999999999,-0.27,-0.3999999999999999
Nobel Labs,419,571.0,419,1.365967365967366,1.37,1094,2597.0,1094,2.375,2.38,诺贝尔劳动奖,诺贝尔劳动奖,-0.1299999999999999,-0.1200000000000001,-0.25
Noctis City,475,647.0,475,1.3649484536082475,1.36,1023,2362.0,1023,2.3107454017424978,2.31,诺提斯城,诺提斯城,-0.1399999999999999,-0.18999999999999995,-0.32999999999999985
Noctis Farming,494,665.0,494,1.3492063492063493,1.35,1397,3222.0,1397,2.3077469793887704,2.31,诺提斯农耕,诺提斯农耕,-0.1499999999999999,-0.18999999999999995,-0.33999999999999986
Nuclear Power,403,575.0,403,1.4285714285714286,1.43,831,2025.0,831,2.4375743162901307,2.44,核能,核能,-0.07000000000000006,-0.06000000000000005,-0.13000000000000012
Nuclear Zone,129,175.0,129,1.3669064748201438,1.37,134,292.0,134,2.201388888888889,2.2,核爆辐射区,核爆辐射区,-0.1299999999999999,-0.2999999999999998,-0.4299999999999997
Nuclear Zone:ares,318,434.0,318,1.3689024390243902,1.37,1141,2719.0,1141,2.384013900955691,2.38,Nuclear Zone:ares,Nuclear Zone:ares,-0.1299999999999999,-0.1200000000000001,-0.25
Ocean City,407,571.0,407,1.4052757793764987,1.41,1208,2671.0,1208,2.213464696223317,2.21,海洋城市,海洋城市,-0.09000000000000008,-0.29000000000000004,-0.3800000000000001
Ocean Farm,320,440.0,320,1.378787878787879,1.38,993,2180.0,993,2.1984047856430706,2.2,海洋农场,海洋农场,-0.1200000000000001,-0.2999999999999998,-0.41999999999999993
Ocean Sanctuary,440,597.0,440,1.36,1.36,1464,3162.0,1464,2.162143826322931,2.16,海豚,海豚,-0.1399999999999999,-0.33999999999999986,-0.47999999999999976
Olympus Conference,751,1043.0,751,1.390275952693824,1.39,1916,4438.0,1916,2.3172377985462096,2.32,奥林巴斯峰会,奥林巴斯峰会,-0.1100000000000001,-0.18000000000000016,-0.29000000000000026
Omnicourt,505,715.0,505,1.4174757281553398,1.42,1036,2467.0,1036,2.382409177820268,2.38,通用法庭,通用法庭,-0.08000000000000007,-0.1200000000000001,-0.20000000000000018
Open City,380,511.0,380,1.3487179487179488,1.35,822,1774.0,822,2.1622596153846154,2.16,开放的城市,开放的城市,-0.1499999999999999,-0.33999999999999986,-0.48999999999999977
Optimal Aerobraking,645,899.0,645,1.3954198473282442,1.4,1360,3185.0,1360,2.343065693430657,2.34,最优的空气动力制动,最优的空气动力制动,-0.10000000000000009,-0.16000000000000014,-0.26000000000000023
Orbital Cleanup,730,1003.0,730,1.3756756756756756,1.38,1721,4066.0,1721,2.3633737723859043,2.36,轨道清洁,轨道清洁,-0.1200000000000001,-0.14000000000000012,-0.26000000000000023
Orbital Laboratories,374,530.0,374,1.4192708333333333,1.42,1055,2459.0,1055,2.332394366197183,2.33,轨道实验室,轨道实验室,-0.08000000000000007,-0.16999999999999993,-0.25
Orbital Laser Drill,26,33.0,26,1.3333333333333333,1.33,19,45.0,19,2.413793103448276,2.41,轨道激光钻,轨道激光钻,-0.16999999999999993,-0.08999999999999986,-0.2599999999999998
Orbital Power Grid,66,80.0,66,1.25,1.25,77,185.0,77,2.413793103448276,2.41,轨道电网,轨道电网,-0.25,-0.08999999999999986,-0.33999999999999986
Orbital Reflectors,387,543.0,387,1.4055415617128464,1.41,605,1394.0,605,2.3073170731707315,2.31,轨道反射镜,轨道反射镜,-0.09000000000000008,-0.18999999999999995,-0.28
Ore Processor,132,175.0,132,1.3380281690140845,1.34,99,251.0,99,2.532110091743119,2.53,矿石加工厂,矿石加工厂,-0.15999999999999992,0.029999999999999805,-0.13000000000000012
Oumuamua Type Object Survey,404,587.0,404,1.4541062801932367,1.45,1237,3063.0,1237,2.476343223736969,2.48,奥陌陌天体调查,奥陌陌天体调查,-0.050000000000000044,-0.020000000000000018,-0.07000000000000006
Outdoor Sports,359,495.0,359,1.3821138211382114,1.38,756,1862.0,756,2.4634464751958225,2.46,户外运动,户外运动,-0.1200000000000001,-0.040000000000000036,-0.16000000000000014
Ozone Generators,157,216.0,157,1.3832335329341316,1.38,149,353.0,149,2.3773584905660377,2.38,臭氧生成器,臭氧生成器,-0.1200000000000001,-0.1200000000000001,-0.2400000000000002
PR Office,152,212.0,152,1.4012345679012346,1.4,1101,2574.0,1101,2.3393339333933394,2.34,公关办公室,公关办公室,-0.10000000000000009,-0.16000000000000014,-0.26000000000000023
Parliament Hall,98,146.0,98,1.4907407407407407,1.49,338,801.0,338,2.3735632183908044,2.37,议会大厅,议会大厅,-0.010000000000000009,-0.1299999999999999,-0.1399999999999999
Penguins,496,684.0,496,1.3814229249011858,1.38,1273,2903.0,1273,2.2821512081060016,2.28,企鹅,企鹅,-0.1200000000000001,-0.2200000000000002,-0.3400000000000003
Permafrost Extraction,238,324.0,238,1.3669354838709677,1.37,449,1010.0,449,2.2549019607843137,2.25,冻土精炼,冻土精炼,-0.1299999999999999,-0.25,-0.3799999999999999
Peroxide Power,463,660.0,463,1.427061310782241,1.43,929,2171.0,929,2.3386581469648564,2.34,过氧化氢能源,过氧化氢能源,-0.07000000000000006,-0.16000000000000014,-0.2300000000000002
Pets,555,756.0,555,1.3646017699115045,1.36,1487,3417.0,1487,2.2992651970607882,2.3,宠物,宠物,-0.1399999999999999,-0.20000000000000018,-0.3400000000000001
Phobos Space Haven,495,690.0,495,1.396039603960396,1.4,840,2018.0,840,2.4035294117647057,2.4,福波斯(火卫一)空间港,福波斯(火卫一)空间港,-0.10000000000000009,-0.10000000000000009,-0.20000000000000018
Physics Complex,360,502.0,360,1.3972972972972972,1.4,439,1099.0,439,2.5033407572383073,2.5,物理研究所,物理研究所,-0.10000000000000009,0.0,-0.10000000000000009
Pioneer Settlement,317,465.0,317,1.4678899082568808,1.47,1253,2958.0,1253,2.3618368962787013,2.36,定居点,定居点,-0.030000000000000027,-0.14000000000000012,-0.17000000000000015
Plant Smuggling,482,653.0,482,1.3577235772357723,1.36,1132,2534.0,1132,2.2408056042031523,2.24,植物走私集团,植物走私集团,-0.1399999999999999,-0.2599999999999998,-0.3999999999999997
Plantation,459,627.0,459,1.3688699360341152,1.37,1438,3329.0,1438,2.3162983425414363,2.32,种植园,种植园,-0.1299999999999999,-0.18000000000000016,-0.31000000000000005
Political Alliance,77,105.0,77,1.3793103448275863,1.38,479,1093.0,479,2.2862985685071573,2.29,政治结盟,政治结盟,-0.1200000000000001,-0.20999999999999996,-0.33000000000000007
Pollinators,221,302.0,221,1.3722943722943723,1.37,422,954.0,422,2.2662037037037037,2.27,授粉者,授粉者,-0.1299999999999999,-0.22999999999999998,-0.3599999999999999
Potatoes,420,603.0,420,1.4372093023255814,1.44,837,2113.0,837,2.524203069657615,2.52,土豆,土豆,-0.06000000000000005,0.020000000000000018,-0.040000000000000036
Power Grid,185,255.0,185,1.3846153846153846,1.38,161,389.0,161,2.4210526315789473,2.42,电网,电网,-0.1200000000000001,-0.08000000000000007,-0.20000000000000018
